id	label
1	instance_of
2	source
3	division
4	subdivision
5	verse_num
6	text
7	label
8	verse_type
9	commentary
10	translation
11	commentator
12	translator
13	term_0
14	term_1
15	term_2
16	term_3
17	term_4
18	term_5
19	term_6
20	term_7
21	term_8
22	term_9
23	term_10
24	term_11
25	term_12
26	term_13
27	term_14
28	term_15
29	term_16
30	term_17
31	term_18
32	term_19
33	keyword
34	related_to
35	author
36	has_formula
